2024-10-24T13:31:11.310088339Z I1024 13:31:11.309814       1 cmd.go:91] &{<nil> true {false} installer true map[cert-configmaps:0xc000a35cc0 cert-dir:0xc000a35ea0 cert-secrets:0xc000a35c20 configmaps:0xc000a357c0 namespace:0xc000a355e0 pod:0xc000a35680 pod-manifest-dir:0xc000a35a40 resource-dir:0xc000a359a0 revision:0xc000a35540 secrets:0xc000a35720 v:0xc000a345a0] [0xc000a345a0 0xc000a35540 0xc000a355e0 0xc000a35680 0xc000a359a0 0xc000a35a40 0xc000a357c0 0xc000a35720 0xc000a35ea0 0xc000a35cc0 0xc000a35c20] [] map[cert-configmaps:0xc000a35cc0 cert-dir:0xc000a35ea0 cert-secrets:0xc000a35c20 configmaps:0xc000a357c0 help:0xc00013b680 kubeconfig:0xc000a354a0 log-flush-frequency:0xc000a34500 namespace:0xc000a355e0 optional-cert-configmaps:0xc000a35e00 optional-cert-secrets:0xc000a35d60 optional-configmaps:0xc000a35900 optional-secrets:0xc000a35860 pod:0xc000a35680 pod-manifest-dir:0xc000a35a40 pod-manifests-lock-file:0xc000a35b80 resource-dir:0xc000a359a0 revision:0xc000a35540 secrets:0xc000a35720 timeout-duration:0xc000a35ae0 v:0xc000a345a0 vmodule:0xc000a34640] [0xc000a354a0 0xc000a35540 0xc000a355e0 0xc000a35680 0xc000a35720 0xc000a357c0 0xc000a35860 0xc000a35900 0xc000a359a0 0xc000a35a40 0xc000a35ae0 0xc000a35b80 0xc000a35c20 0xc000a35cc0 0xc000a35d60 0xc000a35e00 0xc000a35ea0 0xc000a34500 0xc000a345a0 0xc000a34640 0xc00013b680] [0xc000a35cc0 0xc000a35ea0 0xc000a35c20 0xc000a357c0 0xc00013b680 0xc000a354a0 0xc000a34500 0xc000a355e0 0xc000a35e00 0xc000a35d60 0xc000a35900 0xc000a35860 0xc000a35680 0xc000a35a40 0xc000a35b80 0xc000a359a0 0xc000a35540 0xc000a35720 0xc000a35ae0 0xc000a345a0 0xc000a34640] map[104:0xc00013b680 118:0xc000a345a0] [] -1 0 0xc00071eab0 true <nil> []}
2024-10-24T13:31:41.647237539Z     - name: "ETCD_HEARTBEAT_INTERVAL"
2024-10-24T13:31:41.647237539Z       value: "100"
2024-10-24T13:31:41.647237539Z     - name: "ETCD_IMAGE"
2024-10-24T13:31:41.647237539Z       value: "registry.build02.ci.openshift.org/ci-op-2fcpj5j6/stable@sha256:a5ffe3489a5c049cb2bae31ba55fa7e3a7654d93d833a78f6c0506d2d7c1b272"
2024-10-24T13:31:41.647237539Z     - name: "ETCD_INITIAL_CLUSTER_STATE"
2024-10-24T13:31:41.647237539Z       value: "existing"
2024-10-24T13:31:41.647237539Z     - name: "ETCD_QUOTA_BACKEND_BYTES"
2024-10-24T13:31:41.647237539Z       value: "8589934592"
2024-10-24T13:31:41.647237539Z     - name: "ETCD_SOCKET_REUSE_ADDRESS"
2024-10-24T13:31:41.647237539Z       value: "true"
2024-10-24T13:31:41.647237539Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_0_ETCD_NAME"
2024-10-24T13:31:41.647237539Z       value: "ci-op-2fcpj5j6-f6035-2lklf-master-0"
2024-10-24T13:31:41.647237539Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_0_ETCD_URL_HOST"
2024-10-24T13:31:41.647237539Z       value: "10.0.0.3"
2024-10-24T13:31:41.647237539Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_0_IP"
2024-10-24T13:31:41.647237539Z       value: "10.0.0.3"
2024-10-24T13:31:41.647237539Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_1_ETCD_NAME"
2024-10-24T13:31:41.647237539Z       value: "ci-op-2fcpj5j6-f6035-2lklf-master-1"
2024-10-24T13:31:41.647237539Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_1_ETCD_URL_HOST"
2024-10-24T13:31:41.647237539Z       value: "10.0.0.4"
2024-10-24T13:31:41.647237539Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_1_IP"
2024-10-24T13:31:41.647237539Z       value: "10.0.0.4"
2024-10-24T13:31:41.647237539Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_2_ETCD_NAME"
2024-10-24T13:31:41.647237539Z       value: "ci-op-2fcpj5j6-f6035-2lklf-master-2"
2024-10-24T13:31:41.647237539Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_2_ETCD_URL_HOST"
2024-10-24T13:31:41.647237539Z       value: "10.0.0.6"
2024-10-24T13:31:41.647237539Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_2_IP"
2024-10-24T13:31:41.647342159Z       value: "10.0.0.6"
2024-10-24T13:31:41.647342159Z     - name: "ETCD_STATIC_POD_VERSION"
2024-10-24T13:31:41.647342159Z       value: "13"
2024-10-24T13:31:41.647342159Z     resources:
2024-10-24T13:31:41.647342159Z       requests:
2024-10-24T13:31:41.647342159Z         memory: 600Mi
2024-10-24T13:31:41.647342159Z         cpu: 300m
2024-10-24T13:31:41.647342159Z     readinessProbe:
2024-10-24T13:31:41.647342159Z       httpGet:
2024-10-24T13:31:41.647342159Z         port: 9980
2024-10-24T13:31:41.647342159Z         path: readyz
2024-10-24T13:31:41.647342159Z         scheme: HTTPS
2024-10-24T13:31:41.647342159Z       timeoutSeconds: 30
2024-10-24T13:31:41.647342159Z       failureThreshold: 5
2024-10-24T13:31:41.647342159Z       periodSeconds: 5
2024-10-24T13:31:41.647342159Z       successThreshold: 1
2024-10-24T13:31:41.647342159Z     livenessProbe:
2024-10-24T13:31:41.647342159Z       httpGet:
2024-10-24T13:31:41.647342159Z         path: healthz
2024-10-24T13:31:41.647342159Z         port: 9980
2024-10-24T13:31:41.647342159Z         scheme: HTTPS
2024-10-24T13:31:41.647342159Z       timeoutSeconds: 30
2024-10-24T13:31:41.647342159Z       periodSeconds: 5
2024-10-24T13:31:41.647342159Z       successThreshold: 1
2024-10-24T13:31:41.647342159Z       failureThreshold: 5
2024-10-24T13:31:41.647342159Z     startupProbe:
2024-10-24T13:31:41.647342159Z       httpGet:
2024-10-24T13:31:41.647342159Z         port: 9980
2024-10-24T13:31:41.647342159Z         path: readyz
2024-10-24T13:31:41.647342159Z         scheme: HTTPS
2024-10-24T13:31:41.647342159Z       initialDelaySeconds: 10
2024-10-24T13:31:41.647342159Z       timeoutSeconds: 1
2024-10-24T13:31:41.647342159Z       periodSeconds: 10
2024-10-24T13:31:41.647342159Z       successThreshold: 1
2024-10-24T13:31:41.647342159Z       failureThreshold: 18
2024-10-24T13:31:41.647342159Z     securityContext:
2024-10-24T13:31:41.647342159Z       privileged: true
2024-10-24T13:31:41.647342159Z     volumeMounts:
2024-10-24T13:31:41.647342159Z       - mountPath: /etc/kubernetes/manifests
2024-10-24T13:31:41.647342159Z         name: static-pod-dir
2024-10-24T13:31:41.647342159Z       - mountPath: /etc/kubernetes/static-pod-resources
2024-10-24T13:31:41.647342159Z         name: resource-dir
2024-10-24T13:31:41.647342159Z       - mountPath: /etc/kubernetes/static-pod-certs
2024-10-24T13:31:41.647342159Z         name: cert-dir
2024-10-24T13:31:41.647342159Z       - mountPath: /var/lib/etcd/
2024-10-24T13:31:41.647342159Z         name: data-dir
2024-10-24T13:31:41.647342159Z   - name: etcd-metrics
2024-10-24T13:31:41.647342159Z     image: registry.build02.ci.openshift.org/ci-op-2fcpj5j6/stable@sha256:a5ffe3489a5c049cb2bae31ba55fa7e3a7654d93d833a78f6c0506d2d7c1b272
2024-10-24T13:31:41.647342159Z     imagePullPolicy: IfNotPresent
2024-10-24T13:31:41.647342159Z     terminationMessagePolicy: FallbackToLogsOnError
2024-10-24T13:31:41.647342159Z     command:
2024-10-24T13:31:41.647342159Z       - /bin/sh
2024-10-24T13:31:41.647342159Z       - -c
2024-10-24T13:31:41.647342159Z       - |
2024-10-24T13:31:41.647342159Z         #!/bin/sh
2024-10-24T13:31:41.647342159Z         set -euo pipefail
2024-10-24T13:31:41.647342159Z 
2024-10-24T13:31:41.647342159Z         export ETCD_NAME=${NODE_ci_op_2fcpj5j6_f6035_2lklf_master_2_ETCD_NAME}
2024-10-24T13:31:41.647342159Z 
2024-10-24T13:31:41.647342159Z         exec nice -n -18 etcd grpc-proxy start \
2024-10-24T13:31:41.647342159Z           --endpoints https://${NODE_ci_op_2fcpj5j6_f6035_2lklf_master_2_ETCD_URL_HOST}:9978 \
2024-10-24T13:31:41.647342159Z           --metrics-addr https://0.0.0.0:9979 \
2024-10-24T13:31:41.647342159Z           --listen-addr 127.0.0.1:9977 \
2024-10-24T13:31:41.647342159Z           --advertise-client-url ""  \
2024-10-24T13:31:41.647342159Z           --key /etc/kubernetes/static-pod-certs/secrets/etcd-all-certs/etcd-peer-ci-op-2fcpj5j6-f6035-2lklf-master-2.key \
2024-10-24T13:31:41.647342159Z           --key-file /etc/kubernetes/static-pod-certs/secrets/etcd-all-certs/etcd-serving-metrics-ci-op-2fcpj5j6-f6035-2lklf-master-2.key \
2024-10-24T13:31:41.647342159Z           --cert /etc/kubernetes/static-pod-certs/secrets/etcd-all-certs/etcd-peer-ci-op-2fcpj5j6-f6035-2lklf-master-2.crt \
2024-10-24T13:31:41.647342159Z           --cert-file /etc/kubernetes/static-pod-certs/secrets/etcd-all-certs/etcd-serving-metrics-ci-op-2fcpj5j6-f6035-2lklf-master-2.crt \
2024-10-24T13:31:41.647342159Z           --cacert /etc/kubernetes/static-pod-certs/configmaps/etcd-all-bundles/server-ca-bundle.crt \
2024-10-24T13:31:41.647342159Z           --trusted-ca-file /etc/kubernetes/static-pod-certs/configmaps/etcd-all-bundles/metrics-ca-bundle.crt \
2024-10-24T13:31:41.647342159Z           --listen-cipher-suites ${ETCD_CIPHER_SUITES}
2024-10-24T13:31:41.647342159Z     env:
2024-10-24T13:31:41.647342159Z     - name: "ALL_ETCD_ENDPOINTS"
2024-10-24T13:31:41.647342159Z       value: "https://10.0.0.3:2379,https://10.0.0.4:2379,https://10.0.0.6:2379"
2024-10-24T13:31:41.647342159Z     - name: "ETCDCTL_API"
2024-10-24T13:31:41.647342159Z       value: "3"
2024-10-24T13:31:41.647342159Z     - name: "ETCDCTL_CACERT"
2024-10-24T13:31:41.647342159Z       value: "/etc/kubernetes/static-pod-certs/configmaps/etcd-all-bundles/server-ca-bundle.crt"
2024-10-24T13:31:41.647342159Z     - name: "ETCDCTL_CERT"
2024-10-24T13:31:41.647342159Z       value: "/etc/kubernetes/static-pod-certs/secrets/etcd-all-certs/etcd-peer-ci-op-2fcpj5j6-f6035-2lklf-master-2.crt"
2024-10-24T13:31:41.647342159Z     - name: "ETCDCTL_ENDPOINTS"
2024-10-24T13:31:41.647342159Z       value: "https://10.0.0.3:2379,https://10.0.0.4:2379,https://10.0.0.6:2379"
2024-10-24T13:31:41.647342159Z     - name: "ETCDCTL_KEY"
2024-10-24T13:31:41.647342159Z       value: "/etc/kubernetes/static-pod-certs/secrets/etcd-all-certs/etcd-peer-ci-op-2fcpj5j6-f6035-2lklf-master-2.key"
2024-10-24T13:31:41.647342159Z     - name: "ETCD_CIPHER_SUITES"
2024-10-24T13:31:41.647342159Z       value: "TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256"
2024-10-24T13:31:41.647342159Z     - name: "ETCD_DATA_DIR"
2024-10-24T13:31:41.647342159Z       value: "/var/lib/etcd"
2024-10-24T13:31:41.647342159Z     - name: "ETCD_ELECTION_TIMEOUT"
2024-10-24T13:31:41.647342159Z       value: "1000"
2024-10-24T13:31:41.647342159Z     - name: "ETCD_ENABLE_PPROF"
2024-10-24T13:31:41.647342159Z       value: "true"
2024-10-24T13:31:41.647342159Z     - name: "ETCD_EXPERIMENTAL_MAX_LEARNERS"
2024-10-24T13:31:41.647342159Z       value: "3"
2024-10-24T13:31:41.647342159Z     - name: "ETCD_EXPERIMENTAL_WARNING_APPLY_DURATION"
2024-10-24T13:31:41.647342159Z       value: "200ms"
2024-10-24T13:31:41.647342159Z     - name: "ETCD_EXPERIMENTAL_WATCH_PROGRESS_NOTIFY_INTERVAL"
2024-10-24T13:31:41.647342159Z       value: "5s"
2024-10-24T13:31:41.647342159Z     - name: "ETCD_HEARTBEAT_INTERVAL"
2024-10-24T13:31:41.647342159Z       value: "100"
2024-10-24T13:31:41.647342159Z     - name: "ETCD_IMAGE"
2024-10-24T13:31:41.647342159Z       value: "registry.build02.ci.openshift.org/ci-op-2fcpj5j6/stable@sha256:a5ffe3489a5c049cb2bae31ba55fa7e3a7654d93d833a78f6c0506d2d7c1b272"
2024-10-24T13:31:41.647342159Z     - name: "ETCD_INITIAL_CLUSTER_STATE"
2024-10-24T13:31:41.647342159Z       value: "existing"
2024-10-24T13:31:41.647342159Z     - name: "ETCD_QUOTA_BACKEND_BYTES"
2024-10-24T13:31:41.647342159Z       value: "8589934592"
2024-10-24T13:31:41.647342159Z     - name: "ETCD_SOCKET_REUSE_ADDRESS"
2024-10-24T13:31:41.647342159Z       value: "true"
2024-10-24T13:31:41.647342159Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_0_ETCD_NAME"
2024-10-24T13:31:41.647342159Z       value: "ci-op-2fcpj5j6-f6035-2lklf-master-0"
2024-10-24T13:31:41.647342159Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_0_ETCD_URL_HOST"
2024-10-24T13:31:41.647342159Z       value: "10.0.0.3"
2024-10-24T13:31:41.647342159Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_0_IP"
2024-10-24T13:31:41.647342159Z       value: "10.0.0.3"
2024-10-24T13:31:41.647342159Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_1_ETCD_NAME"
2024-10-24T13:31:41.647342159Z       value: "ci-op-2fcpj5j6-f6035-2lklf-master-1"
2024-10-24T13:31:41.647342159Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_1_ETCD_URL_HOST"
2024-10-24T13:31:41.647342159Z       value: "10.0.0.4"
2024-10-24T13:31:41.647342159Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_1_IP"
2024-10-24T13:31:41.647342159Z       value: "10.0.0.4"
2024-10-24T13:31:41.647342159Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_2_ETCD_NAME"
2024-10-24T13:31:41.647342159Z       value: "ci-op-2fcpj5j6-f6035-2lklf-master-2"
2024-10-24T13:31:41.647342159Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_2_ETCD_URL_HOST"
2024-10-24T13:31:41.647342159Z       value: "10.0.0.6"
2024-10-24T13:31:41.647342159Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_2_IP"
2024-10-24T13:31:41.647342159Z       value: "10.0.0.6"
2024-10-24T13:31:41.647342159Z     - name: "ETCD_STATIC_POD_VERSION"
2024-10-24T13:31:41.647342159Z       value: "13"
2024-10-24T13:31:41.647342159Z     resources:
2024-10-24T13:31:41.647342159Z       requests:
2024-10-24T13:31:41.647342159Z         memory: 200Mi
2024-10-24T13:31:41.647342159Z         cpu: 40m
2024-10-24T13:31:41.647342159Z     securityContext:
2024-10-24T13:31:41.647342159Z       privileged: true
2024-10-24T13:31:41.647342159Z     volumeMounts:
2024-10-24T13:31:41.647342159Z       - mountPath: /etc/kubernetes/static-pod-resources
2024-10-24T13:31:41.647342159Z         name: resource-dir
2024-10-24T13:31:41.647342159Z       - mountPath: /etc/kubernetes/static-pod-certs
2024-10-24T13:31:41.647342159Z         name: cert-dir
2024-10-24T13:31:41.647342159Z       - mountPath: /var/lib/etcd/
2024-10-24T13:31:41.647342159Z         name: data-dir
2024-10-24T13:31:41.647342159Z   - name: etcd-readyz
2024-10-24T13:31:41.647342159Z     image: registry.build02.ci.openshift.org/ci-op-2fcpj5j6/stable@sha256:f99379698faa42b7db0e7367c8e7f738a69f699f414a7567a5593a530fb6723d
2024-10-24T13:31:41.647342159Z     imagePullPolicy: IfNotPresent
2024-10-24T13:31:41.647342159Z     terminationMessagePolicy: FallbackToLogsOnError
2024-10-24T13:31:41.647342159Z     command:
2024-10-24T13:31:41.647342159Z       - /bin/sh
2024-10-24T13:31:41.647342159Z       - -c
2024-10-24T13:31:41.647342159Z       - |
2024-10-24T13:31:41.647342159Z         #!/bin/sh
2024-10-24T13:31:41.647342159Z         set -euo pipefail
2024-10-24T13:31:41.647342159Z         
2024-10-24T13:31:41.647342159Z         exec nice -n -18 cluster-etcd-operator readyz \
2024-10-24T13:31:41.647342159Z           --target=https://localhost:2379 \
2024-10-24T13:31:41.647342159Z           --listen-port=9980 \
2024-10-24T13:31:41.647342159Z           --serving-cert-file=/etc/kubernetes/static-pod-certs/secrets/etcd-all-certs/etcd-serving-ci-op-2fcpj5j6-f6035-2lklf-master-2.crt \
2024-10-24T13:31:41.647342159Z           --serving-key-file=/etc/kubernetes/static-pod-certs/secrets/etcd-all-certs/etcd-serving-ci-op-2fcpj5j6-f6035-2lklf-master-2.key \
2024-10-24T13:31:41.647342159Z           --client-cert-file=$(ETCDCTL_CERT) \
2024-10-24T13:31:41.647342159Z           --client-key-file=$(ETCDCTL_KEY) \
2024-10-24T13:31:41.647342159Z           --client-cacert-file=$(ETCDCTL_CACERT) \
2024-10-24T13:31:41.647342159Z           --listen-cipher-suites=$(ETCD_CIPHER_SUITES)
2024-10-24T13:31:41.647342159Z     securityContext:
2024-10-24T13:31:41.647342159Z       privileged: true
2024-10-24T13:31:41.647342159Z     ports:
2024-10-24T13:31:41.647342159Z     - containerPort: 9980
2024-10-24T13:31:41.647342159Z       name: readyz
2024-10-24T13:31:41.647342159Z       protocol: TCP
2024-10-24T13:31:41.647342159Z     resources:
2024-10-24T13:31:41.647342159Z       requests:
2024-10-24T13:31:41.647342159Z         memory: 50Mi
2024-10-24T13:31:41.647342159Z         cpu: 10m
2024-10-24T13:31:41.647342159Z     env:
2024-10-24T13:31:41.647342159Z     - name: "ALL_ETCD_ENDPOINTS"
2024-10-24T13:31:41.647342159Z       value: "https://10.0.0.3:2379,https://10.0.0.4:2379,https://10.0.0.6:2379"
2024-10-24T13:31:41.647342159Z     - name: "ETCDCTL_API"
2024-10-24T13:31:41.647342159Z       value: "3"
2024-10-24T13:31:41.647342159Z     - name: "ETCDCTL_CACERT"
2024-10-24T13:31:41.647342159Z       value: "/etc/kubernetes/static-pod-certs/configmaps/etcd-all-bundles/server-ca-bundle.crt"
2024-10-24T13:31:41.647342159Z     - name: "ETCDCTL_CERT"
2024-10-24T13:31:41.647342159Z       value: "/etc/kubernetes/static-pod-certs/secrets/etcd-all-certs/etcd-peer-ci-op-2fcpj5j6-f6035-2lklf-master-2.crt"
2024-10-24T13:31:41.647342159Z     - name: "ETCDCTL_ENDPOINTS"
2024-10-24T13:31:41.647342159Z       value: "https://10.0.0.3:2379,https://10.0.0.4:2379,https://10.0.0.6:2379"
2024-10-24T13:31:41.647342159Z     - name: "ETCDCTL_KEY"
2024-10-24T13:31:41.647342159Z       value: "/etc/kubernetes/static-pod-certs/secrets/etcd-all-certs/etcd-peer-ci-op-2fcpj5j6-f6035-2lklf-master-2.key"
2024-10-24T13:31:41.647342159Z     - name: "ETCD_CIPHER_SUITES"
2024-10-24T13:31:41.647342159Z       value: "TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256"
2024-10-24T13:31:41.647342159Z     - name: "ETCD_DATA_DIR"
2024-10-24T13:31:41.647342159Z       value: "/var/lib/etcd"
2024-10-24T13:31:41.647342159Z     - name: "ETCD_ELECTION_TIMEOUT"
2024-10-24T13:31:41.647342159Z       value: "1000"
2024-10-24T13:31:41.647342159Z     - name: "ETCD_ENABLE_PPROF"
2024-10-24T13:31:41.647342159Z       value: "true"
2024-10-24T13:31:41.647342159Z     - name: "ETCD_EXPERIMENTAL_MAX_LEARNERS"
2024-10-24T13:31:41.647342159Z       value: "3"
2024-10-24T13:31:41.647342159Z     - name: "ETCD_EXPERIMENTAL_WARNING_APPLY_DURATION"
2024-10-24T13:31:41.647342159Z       value: "200ms"
2024-10-24T13:31:41.647342159Z     - name: "ETCD_EXPERIMENTAL_WATCH_PROGRESS_NOTIFY_INTERVAL"
2024-10-24T13:31:41.647467149Z       value: "5s"
2024-10-24T13:31:41.647467149Z     - name: "ETCD_HEARTBEAT_INTERVAL"
2024-10-24T13:31:41.647467149Z       value: "100"
2024-10-24T13:31:41.647467149Z     - name: "ETCD_IMAGE"
2024-10-24T13:31:41.647467149Z       value: "registry.build02.ci.openshift.org/ci-op-2fcpj5j6/stable@sha256:a5ffe3489a5c049cb2bae31ba55fa7e3a7654d93d833a78f6c0506d2d7c1b272"
2024-10-24T13:31:41.647467149Z     - name: "ETCD_INITIAL_CLUSTER_STATE"
2024-10-24T13:31:41.647467149Z       value: "existing"
2024-10-24T13:31:41.647467149Z     - name: "ETCD_QUOTA_BACKEND_BYTES"
2024-10-24T13:31:41.647467149Z       value: "8589934592"
2024-10-24T13:31:41.647467149Z     - name: "ETCD_SOCKET_REUSE_ADDRESS"
2024-10-24T13:31:41.647467149Z       value: "true"
2024-10-24T13:31:41.647467149Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_0_ETCD_NAME"
2024-10-24T13:31:41.647467149Z       value: "ci-op-2fcpj5j6-f6035-2lklf-master-0"
2024-10-24T13:31:41.647467149Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_0_ETCD_URL_HOST"
2024-10-24T13:31:41.647467149Z       value: "10.0.0.3"
2024-10-24T13:31:41.647467149Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_0_IP"
2024-10-24T13:31:41.647467149Z       value: "10.0.0.3"
2024-10-24T13:31:41.647467149Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_1_ETCD_NAME"
2024-10-24T13:31:41.647467149Z       value: "ci-op-2fcpj5j6-f6035-2lklf-master-1"
2024-10-24T13:31:41.647467149Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_1_ETCD_URL_HOST"
2024-10-24T13:31:41.647467149Z       value: "10.0.0.4"
2024-10-24T13:31:41.647467149Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_1_IP"
2024-10-24T13:31:41.647467149Z       value: "10.0.0.4"
2024-10-24T13:31:41.647467149Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_2_ETCD_NAME"
2024-10-24T13:31:41.647467149Z       value: "ci-op-2fcpj5j6-f6035-2lklf-master-2"
2024-10-24T13:31:41.647467149Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_2_ETCD_URL_HOST"
2024-10-24T13:31:41.647467149Z       value: "10.0.0.6"
2024-10-24T13:31:41.647467149Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_2_IP"
2024-10-24T13:31:41.647467149Z       value: "10.0.0.6"
2024-10-24T13:31:41.647467149Z     volumeMounts:
2024-10-24T13:31:41.647467149Z       - mountPath: /var/log/etcd/
2024-10-24T13:31:41.647467149Z         name: log-dir
2024-10-24T13:31:41.647467149Z       - mountPath: /etc/kubernetes/static-pod-certs
2024-10-24T13:31:41.647467149Z         name: cert-dir
2024-10-24T13:31:41.647467149Z   - name: etcd-rev
2024-10-24T13:31:41.647467149Z     image: registry.build02.ci.openshift.org/ci-op-2fcpj5j6/stable@sha256:f99379698faa42b7db0e7367c8e7f738a69f699f414a7567a5593a530fb6723d
2024-10-24T13:31:41.647467149Z     imagePullPolicy: IfNotPresent
2024-10-24T13:31:41.647467149Z     terminationMessagePolicy: FallbackToLogsOnError
2024-10-24T13:31:41.647467149Z     command:
2024-10-24T13:31:41.647467149Z       - /bin/sh
2024-10-24T13:31:41.647467149Z       - -c
2024-10-24T13:31:41.647467149Z       - |
2024-10-24T13:31:41.647467149Z         #!/bin/sh
2024-10-24T13:31:41.647467149Z         set -euo pipefail
2024-10-24T13:31:41.647467149Z         
2024-10-24T13:31:41.647467149Z         cluster-etcd-operator rev \
2024-10-24T13:31:41.647467149Z           --endpoints=$(ALL_ETCD_ENDPOINTS) \
2024-10-24T13:31:41.647467149Z           --client-cert-file=$(ETCDCTL_CERT) \
2024-10-24T13:31:41.647467149Z           --client-key-file=$(ETCDCTL_KEY) \
2024-10-24T13:31:41.647467149Z           --client-cacert-file=$(ETCDCTL_CACERT)
2024-10-24T13:31:41.647467149Z     securityContext:
2024-10-24T13:31:41.647467149Z       privileged: true
2024-10-24T13:31:41.647467149Z     resources:
2024-10-24T13:31:41.647467149Z       requests:
2024-10-24T13:31:41.647467149Z         memory: 50Mi
2024-10-24T13:31:41.647467149Z         cpu: 10m
2024-10-24T13:31:41.647467149Z     env:
2024-10-24T13:31:41.647467149Z     - name: "ALL_ETCD_ENDPOINTS"
2024-10-24T13:31:41.647467149Z       value: "https://10.0.0.3:2379,https://10.0.0.4:2379,https://10.0.0.6:2379"
2024-10-24T13:31:41.647467149Z     - name: "ETCDCTL_API"
2024-10-24T13:31:41.647467149Z       value: "3"
2024-10-24T13:31:41.647467149Z     - name: "ETCDCTL_CACERT"
2024-10-24T13:31:41.647467149Z       value: "/etc/kubernetes/static-pod-certs/configmaps/etcd-all-bundles/server-ca-bundle.crt"
2024-10-24T13:31:41.647467149Z     - name: "ETCDCTL_CERT"
2024-10-24T13:31:41.647467149Z       value: "/etc/kubernetes/static-pod-certs/secrets/etcd-all-certs/etcd-peer-ci-op-2fcpj5j6-f6035-2lklf-master-2.crt"
2024-10-24T13:31:41.647467149Z     - name: "ETCDCTL_ENDPOINTS"
2024-10-24T13:31:41.647467149Z       value: "https://10.0.0.3:2379,https://10.0.0.4:2379,https://10.0.0.6:2379"
2024-10-24T13:31:41.647467149Z     - name: "ETCDCTL_KEY"
2024-10-24T13:31:41.647467149Z       value: "/etc/kubernetes/static-pod-certs/secrets/etcd-all-certs/etcd-peer-ci-op-2fcpj5j6-f6035-2lklf-master-2.key"
2024-10-24T13:31:41.647467149Z     - name: "ETCD_CIPHER_SUITES"
2024-10-24T13:31:41.647467149Z       value: "TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256"
2024-10-24T13:31:41.647467149Z     - name: "ETCD_DATA_DIR"
2024-10-24T13:31:41.647467149Z       value: "/var/lib/etcd"
2024-10-24T13:31:41.647467149Z     - name: "ETCD_ELECTION_TIMEOUT"
2024-10-24T13:31:41.647467149Z       value: "1000"
2024-10-24T13:31:41.647467149Z     - name: "ETCD_ENABLE_PPROF"
2024-10-24T13:31:41.647467149Z       value: "true"
2024-10-24T13:31:41.647467149Z     - name: "ETCD_EXPERIMENTAL_MAX_LEARNERS"
2024-10-24T13:31:41.647467149Z       value: "3"
