2024-10-24T13:03:27.739016785Z ++ K8S_NODE=ci-op-2fcpj5j6-f6035-2lklf-master-0
2024-10-24T13:03:27.739016785Z ++ [[ -n ci-op-2fcpj5j6-f6035-2lklf-master-0 ]]
2024-10-24T13:03:27.739016785Z ++ [[ -f /env/ci-op-2fcpj5j6-f6035-2lklf-master-0 ]]
2024-10-24T13:03:27.739016785Z ++ northd_pidfile=/var/run/ovn/ovn-northd.pid
2024-10-24T13:03:27.739016785Z ++ controller_pidfile=/var/run/ovn/ovn-controller.pid
2024-10-24T13:03:27.739016785Z ++ controller_logfile=/var/log/ovn/acl-audit-log.log
2024-10-24T13:03:27.739016785Z ++ vswitch_dbsock=/var/run/openvswitch/db.sock
2024-10-24T13:03:27.739016785Z ++ nbdb_pidfile=/var/run/ovn/ovnnb_db.pid
2024-10-24T13:03:27.739016785Z ++ nbdb_sock=/var/run/ovn/ovnnb_db.sock
2024-10-24T13:03:27.739016785Z ++ nbdb_ctl=/var/run/ovn/ovnnb_db.ctl
2024-10-24T13:03:27.739278325Z ++ sbdb_pidfile=/var/run/ovn/ovnsb_db.pid
2024-10-24T13:03:27.739278325Z ++ sbdb_sock=/var/run/ovn/ovnsb_db.sock
2024-10-24T13:03:27.739278325Z ++ sbdb_ctl=/var/run/ovn/ovnsb_db.ctl
2024-10-24T13:03:27.739933275Z + start-ovn-controller info
2024-10-24T13:03:27.739933275Z + local log_level=info
2024-10-24T13:03:27.739933275Z + [[ 1 -ne 1 ]]
2024-10-24T13:03:27.740434025Z ++ date -Iseconds
2024-10-24T13:03:27.742596944Z + echo '2024-10-24T13:03:27+00:00 - starting ovn-controller'
2024-10-24T13:03:27.742640495Z 2024-10-24T13:03:27+00:00 - starting ovn-controller
2024-10-24T13:03:27.742662575Z + exec ovn-controller unix:/var/run/openvswitch/db.sock -vfile:off --no-chdir --pidfile=/var/run/ovn/ovn-controller.pid --syslog-method=null --log-file=/var/log/ovn/acl-audit-log.log -vFACILITY:local0 -vconsole:info -vconsole:acl_log:off '-vPATTERN:console:%D{%Y-%m-%dT%H:%M:%S.###Z}|%05N|%c%T|%p|%m' -vsyslog:acl_log:info -vfile:acl_log:info
2024-10-24T13:10:37.441651182Z 2024-10-24T13:10:37.441Z|00258|binding|INFO|Setting lport openshift-marketplace_redhat-operators-9ll4n up in Southbound
2024-10-24T13:10:37.443939882Z 2024-10-24T13:10:37.443Z|00259|if_status|INFO|Not updating pb chassis for openshift-kube-apiserver_installer-4-ci-op-2fcpj5j6-f6035-2lklf-master-0 now as sb is readonly
2024-10-24T13:10:37.444807092Z 2024-10-24T13:10:37.444Z|00260|binding|INFO|Claiming lport openshift-kube-apiserver_installer-4-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:10:37.444980122Z 2024-10-24T13:10:37.444Z|00261|binding|INFO|openshift-kube-apiserver_installer-4-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:20 10.129.0.32
2024-10-24T13:10:37.516760783Z 2024-10-24T13:10:37.516Z|00262|binding|INFO|Setting lport openshift-kube-apiserver_installer-4-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:10:37.516854223Z 2024-10-24T13:10:37.516Z|00263|binding|INFO|Setting lport openshift-kube-apiserver_installer-4-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:10:37.524378002Z 2024-10-24T13:10:37.524Z|00264|binding|INFO|Claiming lport openshift-kube-scheduler_installer-5-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:10:37.524378002Z 2024-10-24T13:10:37.524Z|00265|binding|INFO|openshift-kube-scheduler_installer-5-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:21 10.129.0.33
2024-10-24T13:10:37.598631822Z 2024-10-24T13:10:37.598Z|00266|binding|INFO|Setting lport openshift-kube-scheduler_installer-5-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:10:37.598631822Z 2024-10-24T13:10:37.598Z|00267|binding|INFO|Setting lport openshift-kube-scheduler_installer-5-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:10:38.546173791Z 2024-10-24T13:10:38.545Z|00268|binding|INFO|Claiming lport openshift-route-controller-manager_route-controller-manager-d8db88b9d-2pwz8 for this chassis.
2024-10-24T13:10:38.546173791Z 2024-10-24T13:10:38.545Z|00269|binding|INFO|openshift-route-controller-manager_route-controller-manager-d8db88b9d-2pwz8: Claiming 0a:58:0a:81:00:25 10.129.0.37
2024-10-24T13:10:38.619155641Z 2024-10-24T13:10:38.618Z|00270|binding|INFO|Setting lport openshift-route-controller-manager_route-controller-manager-d8db88b9d-2pwz8 ovn-installed in OVS
2024-10-24T13:10:38.619155641Z 2024-10-24T13:10:38.618Z|00271|binding|INFO|Setting lport openshift-route-controller-manager_route-controller-manager-d8db88b9d-2pwz8 up in Southbound
2024-10-24T13:10:38.844235562Z 2024-10-24T13:10:38.842Z|00272|binding|INFO|Claiming lport openshift-controller-manager_controller-manager-5f544c54d7-4lmsc for this chassis.
2024-10-24T13:10:38.844235562Z 2024-10-24T13:10:38.842Z|00273|binding|INFO|openshift-controller-manager_controller-manager-5f544c54d7-4lmsc: Claiming 0a:58:0a:81:00:24 10.129.0.36
2024-10-24T13:10:38.923293642Z 2024-10-24T13:10:38.923Z|00274|binding|INFO|Setting lport openshift-controller-manager_controller-manager-5f544c54d7-4lmsc ovn-installed in OVS
2024-10-24T13:10:38.923293642Z 2024-10-24T13:10:38.923Z|00275|binding|INFO|Setting lport openshift-controller-manager_controller-manager-5f544c54d7-4lmsc up in Southbound
2024-10-24T13:11:10.472294165Z 2024-10-24T13:11:10.472Z|00276|binding|INFO|Releasing lport openshift-kube-scheduler_installer-5-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:11:10.472416985Z 2024-10-24T13:11:10.472Z|00277|binding|INFO|Setting lport openshift-kube-scheduler_installer-5-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:11:17.520514253Z 2024-10-24T13:11:17.520Z|00278|binding|INFO|Releasing lport openshift-kube-apiserver_installer-4-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:11:17.520669243Z 2024-10-24T13:11:17.520Z|00279|binding|INFO|Setting lport openshift-kube-apiserver_installer-4-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:11:58.004471037Z 2024-10-24T13:11:58.004Z|00280|binding|INFO|Claiming lport openshift-kube-scheduler_revision-pruner-6-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:11:58.004564887Z 2024-10-24T13:11:58.004Z|00281|binding|INFO|openshift-kube-scheduler_revision-pruner-6-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:26 10.129.0.38
2024-10-24T13:11:58.073454870Z 2024-10-24T13:11:58.073Z|00282|binding|INFO|Setting lport openshift-kube-scheduler_revision-pruner-6-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:11:58.073454870Z 2024-10-24T13:11:58.073Z|00283|binding|INFO|Setting lport openshift-kube-scheduler_revision-pruner-6-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:11:58.818013701Z 2024-10-24T13:11:58.815Z|00284|binding|INFO|Claiming lport openshift-kube-scheduler_installer-6-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:11:58.818013701Z 2024-10-24T13:11:58.815Z|00285|binding|INFO|openshift-kube-scheduler_installer-6-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:27 10.129.0.39
2024-10-24T13:11:58.880746434Z 2024-10-24T13:11:58.880Z|00286|binding|INFO|Setting lport openshift-kube-scheduler_installer-6-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:11:58.882451935Z 2024-10-24T13:11:58.881Z|00287|binding|INFO|Setting lport openshift-kube-scheduler_installer-6-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:12:00.751704749Z 2024-10-24T13:12:00.751Z|00288|binding|INFO|Releasing lport openshift-kube-scheduler_revision-pruner-6-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:12:00.751919569Z 2024-10-24T13:12:00.751Z|00289|binding|INFO|Setting lport openshift-kube-scheduler_revision-pruner-6-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:12:39.239769888Z 2024-10-24T13:12:39.239Z|00290|memory_trim|INFO|Detected inactivity (last active 30005 ms ago): trimming memory
2024-10-24T13:12:50.993848214Z 2024-10-24T13:12:50.993Z|00291|binding|INFO|Releasing lport openshift-oauth-apiserver_apiserver-dcf867d89-xktv2 from this chassis (sb_readonly=0)
2024-10-24T13:12:50.993934324Z 2024-10-24T13:12:50.993Z|00292|binding|INFO|Setting lport openshift-oauth-apiserver_apiserver-dcf867d89-xktv2 down in Southbound
2024-10-24T13:13:02.079986814Z 2024-10-24T13:13:02.079Z|00293|binding|INFO|Releasing lport openshift-kube-scheduler_installer-6-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:13:02.080084305Z 2024-10-24T13:13:02.080Z|00294|binding|INFO|Setting lport openshift-kube-scheduler_installer-6-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:13:25.908373345Z 2024-10-24T13:13:25.908Z|00295|binding|INFO|Claiming lport openshift-oauth-apiserver_apiserver-8bdbc6bbb-8ndgb for this chassis.
2024-10-24T13:13:25.908458875Z 2024-10-24T13:13:25.908Z|00296|binding|INFO|openshift-oauth-apiserver_apiserver-8bdbc6bbb-8ndgb: Claiming 0a:58:0a:81:00:28 10.129.0.40
2024-10-24T13:13:25.978034753Z 2024-10-24T13:13:25.977Z|00297|binding|INFO|Setting lport openshift-oauth-apiserver_apiserver-8bdbc6bbb-8ndgb ovn-installed in OVS
2024-10-24T13:13:25.978034753Z 2024-10-24T13:13:25.977Z|00298|binding|INFO|Setting lport openshift-oauth-apiserver_apiserver-8bdbc6bbb-8ndgb up in Southbound
2024-10-24T13:13:26.232001869Z 2024-10-24T13:13:26.231Z|00299|binding|INFO|Releasing lport openshift-oauth-apiserver_apiserver-8bdbc6bbb-8ndgb from this chassis (sb_readonly=0)
2024-10-24T13:13:26.232001869Z 2024-10-24T13:13:26.231Z|00300|binding|INFO|Setting lport openshift-oauth-apiserver_apiserver-8bdbc6bbb-8ndgb down in Southbound
2024-10-24T13:13:37.343223764Z 2024-10-24T13:13:37.342Z|00301|binding|INFO|Claiming lport openshift-oauth-apiserver_apiserver-8bdbc6bbb-8ndgb for this chassis.
2024-10-24T13:13:37.343223764Z 2024-10-24T13:13:37.342Z|00302|binding|INFO|openshift-oauth-apiserver_apiserver-8bdbc6bbb-8ndgb: Claiming 0a:58:0a:81:00:28 10.129.0.40
2024-10-24T13:13:37.438899488Z 2024-10-24T13:13:37.438Z|00303|binding|INFO|Setting lport openshift-oauth-apiserver_apiserver-8bdbc6bbb-8ndgb ovn-installed in OVS
2024-10-24T13:13:37.438899488Z 2024-10-24T13:13:37.438Z|00304|binding|INFO|Setting lport openshift-oauth-apiserver_apiserver-8bdbc6bbb-8ndgb up in Southbound
2024-10-24T13:14:37.052623030Z 2024-10-24T13:14:37.052Z|00305|memory_trim|INFO|Detected inactivity (last active 30004 ms ago): trimming memory
2024-10-24T13:15:09.343274145Z 2024-10-24T13:15:09.343Z|00306|memory_trim|INFO|Detected inactivity (last active 30008 ms ago): trimming memory
2024-10-24T13:15:23.613437297Z 2024-10-24T13:15:23.613Z|00307|binding|INFO|Claiming lport openshift-kube-apiserver_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:15:23.613544177Z 2024-10-24T13:15:23.613Z|00308|binding|INFO|openshift-kube-apiserver_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:29 10.129.0.41
2024-10-24T13:15:23.700380713Z 2024-10-24T13:15:23.700Z|00309|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:15:23.700441003Z 2024-10-24T13:15:23.700Z|00310|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:15:24.133913151Z 2024-10-24T13:15:24.133Z|00311|binding|INFO|Releasing lport openshift-kube-apiserver_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:15:24.134018240Z 2024-10-24T13:15:24.134Z|00312|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:15:27.531819387Z 2024-10-24T13:15:27.531Z|00313|binding|INFO|Claiming lport openshift-kube-apiserver_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:15:27.531819387Z 2024-10-24T13:15:27.531Z|00314|binding|INFO|openshift-kube-apiserver_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:29 10.129.0.41
2024-10-24T13:15:27.607847863Z 2024-10-24T13:15:27.607Z|00315|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:15:27.608636513Z 2024-10-24T13:15:27.608Z|00316|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:15:27.733599937Z 2024-10-24T13:15:27.733Z|00317|binding|INFO|Claiming lport openshift-cloud-credential-operator_pod-identity-webhook-679666b9-xh4qj for this chassis.
2024-10-24T13:15:27.733599937Z 2024-10-24T13:15:27.733Z|00318|binding|INFO|openshift-cloud-credential-operator_pod-identity-webhook-679666b9-xh4qj: Claiming 0a:58:0a:81:00:2a 10.129.0.42
2024-10-24T13:15:27.803095133Z 2024-10-24T13:15:27.803Z|00319|binding|INFO|Setting lport openshift-cloud-credential-operator_pod-identity-webhook-679666b9-xh4qj ovn-installed in OVS
2024-10-24T13:15:27.803095133Z 2024-10-24T13:15:27.803Z|00320|binding|INFO|Setting lport openshift-cloud-credential-operator_pod-identity-webhook-679666b9-xh4qj up in Southbound
2024-10-24T13:15:27.857637781Z 2024-10-24T13:15:27.857Z|00321|binding|INFO|Releasing lport openshift-kube-apiserver_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:15:27.857730620Z 2024-10-24T13:15:27.857Z|00322|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:15:28.049099221Z 2024-10-24T13:15:28.048Z|00323|binding|INFO|Releasing lport openshift-cloud-credential-operator_pod-identity-webhook-679666b9-xh4qj from this chassis (sb_readonly=0)
2024-10-24T13:15:28.049099221Z 2024-10-24T13:15:28.048Z|00324|binding|INFO|Setting lport openshift-cloud-credential-operator_pod-identity-webhook-679666b9-xh4qj down in Southbound
2024-10-24T13:15:29.968104393Z 2024-10-24T13:15:29.968Z|00325|binding|INFO|Claiming lport openshift-cloud-credential-operator_pod-identity-webhook-679666b9-xh4qj for this chassis.
2024-10-24T13:15:29.968215072Z 2024-10-24T13:15:29.968Z|00326|binding|INFO|openshift-cloud-credential-operator_pod-identity-webhook-679666b9-xh4qj: Claiming 0a:58:0a:81:00:2a 10.129.0.42
2024-10-24T13:15:30.044383759Z 2024-10-24T13:15:30.044Z|00327|binding|INFO|Setting lport openshift-cloud-credential-operator_pod-identity-webhook-679666b9-xh4qj ovn-installed in OVS
2024-10-24T13:15:30.044471769Z 2024-10-24T13:15:30.044Z|00328|binding|INFO|Setting lport openshift-cloud-credential-operator_pod-identity-webhook-679666b9-xh4qj up in Southbound
2024-10-24T13:15:39.474013587Z 2024-10-24T13:15:39.473Z|00329|binding|INFO|Claiming lport openshift-kube-scheduler_installer-6-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:15:39.474191477Z 2024-10-24T13:15:39.474Z|00330|binding|INFO|openshift-kube-scheduler_installer-6-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:2b 10.129.0.43
2024-10-24T13:15:39.549003824Z 2024-10-24T13:15:39.548Z|00331|binding|INFO|Setting lport openshift-kube-scheduler_installer-6-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:15:39.549091353Z 2024-10-24T13:15:39.549Z|00332|binding|INFO|Setting lport openshift-kube-scheduler_installer-6-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:15:41.341103242Z 2024-10-24T13:15:41.341Z|00333|binding|INFO|Claiming lport openshift-kube-apiserver_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:15:41.341213682Z 2024-10-24T13:15:41.341Z|00334|binding|INFO|openshift-kube-apiserver_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:29 10.129.0.41
2024-10-24T13:15:41.419287508Z 2024-10-24T13:15:41.419Z|00335|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:15:41.419287508Z 2024-10-24T13:15:41.419Z|00336|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:15:44.063897253Z 2024-10-24T13:15:44.063Z|00337|binding|INFO|Releasing lport openshift-kube-apiserver_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:15:44.063897253Z 2024-10-24T13:15:44.063Z|00338|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:16:15.172317105Z 2024-10-24T13:16:15.172Z|00339|memory_trim|INFO|Detected inactivity (last active 30014 ms ago): trimming memory
2024-10-24T13:16:26.338113657Z 2024-10-24T13:16:26.338Z|00340|binding|INFO|Releasing lport openshift-kube-scheduler_installer-6-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:16:26.338200287Z 2024-10-24T13:16:26.338Z|00341|binding|INFO|Setting lport openshift-kube-scheduler_installer-6-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:16:50.666801814Z 2024-10-24T13:16:50.666Z|00342|memory_trim|INFO|Detected inactivity (last active 30017 ms ago): trimming memory
2024-10-24T13:20:31.572866602Z 2024-10-24T13:20:31.572Z|00343|memory_trim|INFO|Detected inactivity (last active 30022 ms ago): trimming memory
2024-10-24T13:21:46.990403104Z 2024-10-24T13:21:46.990Z|00344|binding|INFO|Claiming lport openshift-kube-scheduler_installer-6-retry-2-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:21:46.990494594Z 2024-10-24T13:21:46.990Z|00345|binding|INFO|openshift-kube-scheduler_installer-6-retry-2-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:2c 10.129.0.44
2024-10-24T13:21:47.064576179Z 2024-10-24T13:21:47.064Z|00346|binding|INFO|Setting lport openshift-kube-scheduler_installer-6-retry-2-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:21:47.065215889Z 2024-10-24T13:21:47.065Z|00347|binding|INFO|Setting lport openshift-kube-scheduler_installer-6-retry-2-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:21:54.494659231Z 2024-10-24T13:21:54.494Z|00348|binding|INFO|Claiming lport openshift-marketplace_redhat-operators-s5p8x for this chassis.
2024-10-24T13:21:54.494744542Z 2024-10-24T13:21:54.494Z|00349|binding|INFO|openshift-marketplace_redhat-operators-s5p8x: Claiming 0a:58:0a:81:00:2d 10.129.0.45
2024-10-24T13:21:54.617424274Z 2024-10-24T13:21:54.617Z|00350|binding|INFO|Setting lport openshift-marketplace_redhat-operators-s5p8x ovn-installed in OVS
2024-10-24T13:21:54.617527314Z 2024-10-24T13:21:54.617Z|00351|binding|INFO|Setting lport openshift-marketplace_redhat-operators-s5p8x up in Southbound
2024-10-24T13:21:55.381701783Z 2024-10-24T13:21:55.381Z|00352|binding|INFO|Claiming lport openshift-kube-apiserver_installer-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:21:55.381760353Z 2024-10-24T13:21:55.381Z|00353|binding|INFO|openshift-kube-apiserver_installer-7-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:2e 10.129.0.46
2024-10-24T13:21:55.470355378Z 2024-10-24T13:21:55.470Z|00354|binding|INFO|Setting lport openshift-kube-apiserver_installer-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:21:55.470355378Z 2024-10-24T13:21:55.470Z|00355|binding|INFO|Setting lport openshift-kube-apiserver_installer-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:22:03.733557006Z 2024-10-24T13:22:03.733Z|00356|binding|INFO|Claiming lport openshift-etcd_installer-12-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:22:03.733557006Z 2024-10-24T13:22:03.733Z|00357|binding|INFO|openshift-etcd_installer-12-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:2f 10.129.0.47
2024-10-24T13:22:03.831882819Z 2024-10-24T13:22:03.831Z|00358|binding|INFO|Setting lport openshift-etcd_installer-12-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:22:03.831998839Z 2024-10-24T13:22:03.831Z|00359|binding|INFO|Setting lport openshift-etcd_installer-12-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:22:05.525515148Z 2024-10-24T13:22:05.525Z|00360|binding|INFO|Claiming lport openshift-authentication_oauth-openshift-786d8fdc94-dfr9r for this chassis.
2024-10-24T13:22:05.525595218Z 2024-10-24T13:22:05.525Z|00361|binding|INFO|openshift-authentication_oauth-openshift-786d8fdc94-dfr9r: Claiming 0a:58:0a:81:00:30 10.129.0.48
2024-10-24T13:22:05.599165304Z 2024-10-24T13:22:05.599Z|00362|binding|INFO|Setting lport openshift-authentication_oauth-openshift-786d8fdc94-dfr9r ovn-installed in OVS
2024-10-24T13:22:05.599165304Z 2024-10-24T13:22:05.599Z|00363|binding|INFO|Setting lport openshift-authentication_oauth-openshift-786d8fdc94-dfr9r up in Southbound
2024-10-24T13:22:07.349979598Z 2024-10-24T13:22:07.349Z|00364|binding|INFO|Releasing lport openshift-marketplace_redhat-operators-s5p8x from this chassis (sb_readonly=0)
2024-10-24T13:22:07.350058898Z 2024-10-24T13:22:07.350Z|00365|binding|INFO|Setting lport openshift-marketplace_redhat-operators-s5p8x down in Southbound
2024-10-24T13:22:17.043580562Z 2024-10-24T13:22:17.043Z|00366|binding|INFO|Claiming lport openshift-multus_multus-admission-controller-84d87497df-2ktnx for this chassis.
2024-10-24T13:22:17.043649782Z 2024-10-24T13:22:17.043Z|00367|binding|INFO|openshift-multus_multus-admission-controller-84d87497df-2ktnx: Claiming 0a:58:0a:81:00:31 10.129.0.49
2024-10-24T13:22:17.115136938Z 2024-10-24T13:22:17.115Z|00368|binding|INFO|Setting lport openshift-multus_multus-admission-controller-84d87497df-2ktnx ovn-installed in OVS
2024-10-24T13:22:17.115233898Z 2024-10-24T13:22:17.115Z|00369|binding|INFO|Setting lport openshift-multus_multus-admission-controller-84d87497df-2ktnx up in Southbound
2024-10-24T13:22:17.863344899Z 2024-10-24T13:22:17.863Z|00370|binding|INFO|Releasing lport openshift-controller-manager_controller-manager-5f544c54d7-4lmsc from this chassis (sb_readonly=0)
2024-10-24T13:22:17.865278759Z 2024-10-24T13:22:17.865Z|00371|binding|INFO|Setting lport openshift-controller-manager_controller-manager-5f544c54d7-4lmsc down in Southbound
2024-10-24T13:22:17.941579414Z 2024-10-24T13:22:17.941Z|00372|binding|INFO|Releasing lport openshift-route-controller-manager_route-controller-manager-d8db88b9d-2pwz8 from this chassis (sb_readonly=0)
2024-10-24T13:22:17.941647794Z 2024-10-24T13:22:17.941Z|00373|binding|INFO|Setting lport openshift-route-controller-manager_route-controller-manager-d8db88b9d-2pwz8 down in Southbound
2024-10-24T13:22:20.399691693Z 2024-10-24T13:22:20.399Z|00374|binding|INFO|Releasing lport openshift-kube-scheduler_installer-6-retry-2-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:22:20.399691693Z 2024-10-24T13:22:20.399Z|00375|binding|INFO|Setting lport openshift-kube-scheduler_installer-6-retry-2-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:22:32.583302063Z 2024-10-24T13:22:32.583Z|00376|binding|INFO|Claiming lport openshift-controller-manager_controller-manager-795448867c-2ht6p for this chassis.
2024-10-24T13:22:32.583388413Z 2024-10-24T13:22:32.583Z|00377|binding|INFO|openshift-controller-manager_controller-manager-795448867c-2ht6p: Claiming 0a:58:0a:81:00:32 10.129.0.50
2024-10-24T13:22:32.679684137Z 2024-10-24T13:22:32.679Z|00378|binding|INFO|Setting lport openshift-controller-manager_controller-manager-795448867c-2ht6p ovn-installed in OVS
2024-10-24T13:22:32.679768897Z 2024-10-24T13:22:32.679Z|00379|binding|INFO|Setting lport openshift-controller-manager_controller-manager-795448867c-2ht6p up in Southbound
2024-10-24T13:22:32.689774437Z 2024-10-24T13:22:32.689Z|00380|binding|INFO|Claiming lport openshift-route-controller-manager_route-controller-manager-67866594b6-phrd7 for this chassis.
2024-10-24T13:22:32.689881266Z 2024-10-24T13:22:32.689Z|00381|binding|INFO|openshift-route-controller-manager_route-controller-manager-67866594b6-phrd7: Claiming 0a:58:0a:81:00:33 10.129.0.51
2024-10-24T13:22:32.766789491Z 2024-10-24T13:22:32.766Z|00382|binding|INFO|Setting lport openshift-route-controller-manager_route-controller-manager-67866594b6-phrd7 ovn-installed in OVS
2024-10-24T13:22:32.766789491Z 2024-10-24T13:22:32.766Z|00383|binding|INFO|Setting lport openshift-route-controller-manager_route-controller-manager-67866594b6-phrd7 up in Southbound
2024-10-24T13:22:35.523918401Z 2024-10-24T13:22:35.523Z|00384|binding|INFO|Releasing lport openshift-kube-apiserver_installer-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:22:35.523918401Z 2024-10-24T13:22:35.523Z|00385|binding|INFO|Setting lport openshift-kube-apiserver_installer-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
